run_id,sweep_id,name,val_score_best,lr,n_s,n_v,noH,seed,radius,dataset,features,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,weight_decay,max_neighbors,n_conv_layers,target_column,distance_emb_dim
jb0ysc47,bcsxkqp7,proud-sweep-1,0.4139196461720991,0.0005,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,0.0,50,3,gap,48
xx9bwuxv,bcsxkqp7,fancy-sweep-2,0.4428855330056448,5e-05,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,0.001,25,3,gap,64
8d9myepy,bcsxkqp7,woven-sweep-3,0.4292863437646619,0.0005,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.001,50,2,gap,64
grc4dkgr,bcsxkqp7,robust-sweep-4,0.4210282372680883,0.0005,16,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.0001,50,3,gap,32
789iyspw,bcsxkqp7,leafy-sweep-5,0.4230035286789595,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0,50,2,gap,16
bt7zlzp3,bcsxkqp7,crimson-sweep-6,0.5248196790693396,5e-05,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.001,10,3,gap,16
x90r44g3,bcsxkqp7,floral-sweep-7,0.4637868344510295,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,0.001,50,3,gap,48
7z2nikin,bcsxkqp7,rosy-sweep-8,0.4615518549193814,5e-05,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,energy,0.8,1e-05,10,2,gap,48
7bsgsvj3,bcsxkqp7,lemon-sweep-9,0.4434988176604334,5e-05,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector,0.8,1e-05,50,3,gap,32
a4hz0pvt,bcsxkqp7,smart-sweep-10,0.432924918063968,0.001,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0,25,3,gap,48
f8ry7rrz,bcsxkqp7,eternal-sweep-11,0.3888707461243394,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,1e-05,50,3,gap,48
6tx0wdca,bcsxkqp7,desert-sweep-12,0.4079134468112859,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,1e-05,50,3,gap,48
stug202e,bcsxkqp7,serene-sweep-13,0.4022546018370165,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,1e-05,50,3,gap,32
pnljngz9,bcsxkqp7,crimson-sweep-14,0.4046348827289511,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,1e-05,50,3,gap,64
h96ttzxe,bcsxkqp7,upbeat-sweep-15,0.406533562152774,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,1e-05,50,3,gap,64
rotsx7b5,bcsxkqp7,brisk-sweep-16,0.4003561097316119,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,energy,0.8,1e-05,50,3,gap,48
036a6qd7,bcsxkqp7,playful-sweep-17,0.4238010682028892,0.001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,1e-05,50,3,gap,32
vpo10jj0,bcsxkqp7,super-sweep-18,0.4439180030532879,0.001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,1e-05,25,3,gap,64
6vr7ap45,bcsxkqp7,warm-sweep-19,0.4416892187356681,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,energy,0.8,0.0001,50,3,gap,64
iq5pq4tc,bcsxkqp7,deft-sweep-20,0.4131606751366831,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,1e-05,50,3,gap,48
52tcj9yt,bcsxkqp7,northern-sweep-21,0.4044081460361812,0.0005,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,energy,0.8,1e-05,50,3,gap,64
o2f0miwx,bcsxkqp7,hopeful-sweep-22,0.4030011944892408,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector,0.8,1e-05,50,3,gap,48
09wbyu0j,bcsxkqp7,fresh-sweep-23,0.4134454107619649,0.0005,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,energy,0.8,1e-05,50,2,gap,48
0wmrieqd,bcsxkqp7,ruby-sweep-24,0.4084278007594616,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,1e-05,50,2,gap,64
vx21771b,bcsxkqp7,exalted-sweep-25,0.4040964888915317,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,1e-05,50,2,gap,64
h3gci0hm,bcsxkqp7,golden-sweep-26,0.4210896635877121,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,1e-05,50,3,gap,16
efnzlggq,bcsxkqp7,fanciful-sweep-27,0.3999510616875839,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,1e-05,50,3,gap,64
6h26u483,bcsxkqp7,floral-sweep-28,0.4193358755834245,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,energy,0.8,1e-05,50,2,gap,64
6jvkcz6e,bcsxkqp7,dry-sweep-29,0.4257911955647589,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,energy,0.8,1e-05,50,3,gap,32
u6nt7n12,bcsxkqp7,prime-sweep-30,0.3955501122247997,0.0005,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,1e-05,50,3,gap,48
zw2jr9mk,bcsxkqp7,silvery-sweep-31,0.4027390687369854,0.0005,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,1e-05,50,3,gap,64
gl5ebgjm,bcsxkqp7,resilient-sweep-32,0.4032821717012923,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,0.0001,50,3,gap,64
pp1s58rb,bcsxkqp7,young-sweep-33,0.4206087154496933,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,1e-05,50,2,gap,64
p6y7am9c,bcsxkqp7,silvery-sweep-34,0.4133037864082346,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,energy,0.8,0.0,50,2,gap,16
rvmg9yec,bcsxkqp7,worldly-sweep-35,0.4375425596327656,0.0005,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,1e-05,50,3,gap,64
qg4qjujj,bcsxkqp7,astral-sweep-36,0.4150509131868193,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.001,50,2,gap,64
ezr9od9o,bcsxkqp7,upbeat-sweep-37,0.4069881764777706,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,energy,0.8,1e-05,50,3,gap,48
588a0fzz,bcsxkqp7,sage-sweep-38,0.4341535964709464,0.0001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,energy,0.8,1e-05,50,3,gap,32
llqx04fj,bcsxkqp7,silvery-sweep-39,0.4061425243634795,0.001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.001,50,2,gap,16
8p3dy551,bcsxkqp7,efficient-sweep-40,0.4110425291344877,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,1e-05,50,3,gap,48
kscqn6vx,bcsxkqp7,daily-sweep-41,0.4323499983810082,0.0005,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,energy,0.8,1e-05,25,2,gap,16
6glrvctz,bcsxkqp7,iconic-sweep-42,0.4207996224070537,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,1e-05,50,2,gap,64
wt62yupq,bcsxkqp7,cosmic-sweep-43,0.4152353026261766,0.001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.0001,50,2,gap,64
mm4mn4ms,bcsxkqp7,vague-sweep-44,0.4026763951508206,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,energy,0.8,1e-05,50,3,gap,64
h40ix3ro,bcsxkqp7,warm-sweep-45,0.4097198654763426,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,1e-05,50,3,gap,64
d1gzuci7,bcsxkqp7,swift-sweep-46,0.4053193957314587,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,1e-05,50,3,gap,48
8loewfyf,bcsxkqp7,icy-sweep-47,0.4158609154079959,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,energy,0.8,0.0001,50,2,gap,64
rj3yuxgl,bcsxkqp7,firm-sweep-48,0.4124213538448768,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.0001,50,2,gap,64
tfhk76bt,bcsxkqp7,robust-sweep-49,0.4223993416353319,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.001,50,2,gap,16
