run_id,sweep_id,name,val_score_best,lr,n_s,n_v,noH,seed,radius,dataset,features,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,weight_decay,max_neighbors,n_conv_layers,target_column,distance_emb_dim
orgs5m54,1v3jgco6,snowy-sweep-1,1.4996969890405245,0.0001,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,0.0,25,3,LUMO,64
j17tih14,1v3jgco6,winter-sweep-2,1.1676257138028738,0.0005,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,0.0,10,3,LUMO,64
5ejxhoj8,1v3jgco6,crisp-sweep-3,1.450347607521367,5e-05,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0,10,3,LUMO,48
mz561zlw,1v3jgco6,serene-sweep-4,1.4241978045620811,5e-05,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0001,50,2,LUMO,64
n1vmnyi6,1v3jgco6,serene-sweep-5,1.346960968781794,0.0001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0001,10,2,LUMO,48
8zd1ylqc,1v3jgco6,colorful-sweep-6,1.3493927550135794,5e-05,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,energy,0.8,1e-05,10,3,LUMO,48
m2z31vpu,1v3jgco6,stoic-sweep-7,1.1175182637548096,0.0005,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,0.0,25,2,LUMO,48
73t7acgg,1v3jgco6,ethereal-sweep-8,1.2962606277727489,0.001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,0.001,50,2,LUMO,32
1acfycck,1v3jgco6,youthful-sweep-9,1.1297161380527674,0.0005,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,1e-05,50,3,LUMO,16
pbznpf1t,1v3jgco6,gallant-sweep-10,1.100872746267017,0.0005,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,0.0,50,2,LUMO,64
