run_id,sweep_id,name,val_score_best,lr,n_s,n_v,noH,seed,radius,dataset,features,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,weight_decay,max_neighbors,n_conv_layers,target_column,distance_emb_dim
lams2v5v,mlm1x5ng,visionary-sweep-1,1.2922950487854687,0.0005,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.0,25,3,LUMO,32
2uhh1e9d,mlm1x5ng,sunny-sweep-2,1.5099017053928054,5e-05,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.001,50,3,LUMO,16
hxhfh2m8,mlm1x5ng,solar-sweep-3,1.37945360673448,0.0001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.0001,25,3,LUMO,48
s641l575,mlm1x5ng,different-sweep-4,1.104371592531785,0.001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,LUMO,48
1i79ljhl,mlm1x5ng,devoted-sweep-5,1.2783636866238193,0.0005,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,25,2,LUMO,64
m9xl392c,mlm1x5ng,floral-sweep-6,1.3192621587399924,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.001,25,3,LUMO,16
3upo7alo,mlm1x5ng,royal-sweep-7,1.2531613189929434,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,2,LUMO,16
pjwyflwz,mlm1x5ng,iconic-sweep-8,1.3920495178446943,0.0005,16,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,0.0001,50,3,LUMO,48
7tnyjir9,mlm1x5ng,ethereal-sweep-9,1.5299141646740757,0.0001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.001,50,2,LUMO,32
cl1biqwg,mlm1x5ng,morning-sweep-10,1.138679181480016,0.0005,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,LUMO,48
