run_id,sweep_id,name,val_score_best,lr,n_s,n_v,noH,seed,radius,dataset,features,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,weight_decay,max_neighbors,n_conv_layers,target_column,distance_emb_dim
7xgkj2es,xh84iuna,decent-sweep-1,14.813550894425406,5e-05,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,energy,0.8,0.001,10,3,splitting,32
01kpiv6a,xh84iuna,peach-sweep-2,14.540446008365963,0.0001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,energy,0.8,0.001,50,2,splitting,32
izuphkcj,xh84iuna,volcanic-sweep-3,11.710179828716823,5e-05,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,energy,0.8,0.0,10,3,splitting,32
ttfm89in,xh84iuna,floral-sweep-4,10.390582218183162,0.0005,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.001,10,2,splitting,64
l5ltlt80,xh84iuna,usual-sweep-5,12.131364427301696,0.0001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,energy,0.8,0.001,25,2,splitting,48
eso93pqp,xh84iuna,revived-sweep-6,12.390272402048444,5e-05,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,1e-05,25,3,splitting,32
hna014hf,xh84iuna,eager-sweep-7,10.162268093118094,5e-05,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,0.0,10,3,splitting,32
hjxv75md,xh84iuna,resilient-sweep-8,12.712757356660644,0.0005,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.0001,25,2,splitting,48
ouzoh7az,xh84iuna,celestial-sweep-9,11.78445027256738,5e-05,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,0.0001,10,2,splitting,64
lncettp7,xh84iuna,sage-sweep-10,28.242185429533308,5e-05,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,energy,0.8,0.0001,50,3,splitting,32
bljymo33,xh84iuna,drawn-sweep-11,9.527143752792538,0.0005,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,energy,0.8,0.0,25,2,splitting,64
yeero7b9,xh84iuna,curious-sweep-12,10.55423634938787,0.0005,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0001,10,3,splitting,64
wdillwkb,xh84iuna,cool-sweep-13,11.687805653385002,0.0001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector,0.8,1e-05,25,3,splitting,64
s46t4h6l,xh84iuna,vague-sweep-14,10.627432742762494,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0001,25,3,splitting,64
