run_id,sweep_id,name,val_score_best,lr,n_s,n_v,noH,seed,radius,dataset,features,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,weight_decay,max_neighbors,n_conv_layers,target_column,distance_emb_dim
mzgoghm0,bzlfi4qw,treasured-sweep-1,0.9908927047409072,0.001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.0001,10,3,HOMO,64
yooluq1u,bzlfi4qw,silvery-sweep-2,1.387814305822076,5e-05,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.0,50,2,HOMO,48
54levvf5,bzlfi4qw,good-sweep-3,1.412480618106245,5e-05,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.001,25,2,HOMO,64
8mfo7bfu,bzlfi4qw,dauntless-sweep-4,1.423713353704395,0.001,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,0.001,10,3,HOMO,64
uhjy02oy,bzlfi4qw,warm-sweep-5,1.593032039537316,0.0001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,0.0,10,2,HOMO,64
z15psoln,bzlfi4qw,smart-sweep-6,1.5730938003871937,0.0001,16,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,0.001,10,2,HOMO,64
yxeiqxtv,bzlfi4qw,charmed-sweep-7,1.4335466019667782,0.001,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.001,25,3,HOMO,64
bfh1d37t,bzlfi4qw,amber-sweep-8,1.444177315584345,0.001,16,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.001,25,3,HOMO,64
qcj8nfsr,bzlfi4qw,earnest-sweep-9,1.122702070012636,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.0001,10,3,HOMO,64
pi0mp6xo,bzlfi4qw,daily-sweep-10,1.0803192956315917,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.0001,25,3,HOMO,64
1h16agqz,bzlfi4qw,pretty-sweep-11,1.2701913731012109,0.001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.001,25,3,HOMO,64
viz5r13v,bzlfi4qw,skilled-sweep-12,1.1603761626579785,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.0001,10,3,HOMO,48
n93a8265,bzlfi4qw,flowing-sweep-13,1.1185559867015784,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,10,3,HOMO,64
0dj9l6xx,bzlfi4qw,bumbling-sweep-14,0.99519732453689,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,3,HOMO,48
kfam6to5,bzlfi4qw,peach-sweep-15,1.083658017229476,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,3,HOMO,48
yvc7twlc,bzlfi4qw,northern-sweep-16,1.0327557314721267,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,10,3,HOMO,64
0gytru6k,bzlfi4qw,astral-sweep-17,1.0851928093118466,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.0001,10,3,HOMO,48
y0mf676d,bzlfi4qw,polished-sweep-18,1.0256770043652277,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,25,3,HOMO,32
